atraso_15|MES-I|DIA-I|Hour-I|WEEKOFYEAR-I|DOW-I|OPERA|SIGLADES|TIPOVUELO|estacion-I|periodo_dia
1|7|14|22|28|5|Aeromexico|Ciudad de Mexico|I|invierno|noche
0|7|15|22|28|6|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|16|22|28|7|Aeromexico|Ciudad de Mexico|I|invierno|noche
0|7|17|22|29|1|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|19|22|29|3|Aeromexico|Ciudad de Mexico|I|invierno|noche
0|7|20|22|29|4|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|21|22|29|5|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|22|22|29|6|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|23|22|29|7|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|24|22|30|1|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|25|22|30|2|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|27|22|30|4|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|28|22|30|5|Aeromexico|Ciudad de Mexico|I|invierno|noche
0|7|29|22|30|6|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|30|22|30|7|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|31|22|31|1|Aeromexico|Ciudad de Mexico|I|invierno|noche
1|7|1|9|26|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|2|9|26|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|3|9|27|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|4|9|27|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|5|9|27|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|6|9|27|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|7|9|27|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|8|9|27|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|9|9|27|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|10|9|28|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|11|9|28|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|12|9|28|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|13|9|28|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|14|9|28|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|15|9|28|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|16|9|28|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|17|9|29|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|18|9|29|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|19|9|29|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|20|9|29|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|21|9|29|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|22|9|29|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|23|9|29|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|24|9|30|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|25|9|30|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|26|9|30|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|27|9|30|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|28|9|30|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|29|9|30|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|30|9|30|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|31|9|31|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|1|8|26|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|2|8|26|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|3|8|27|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|4|8|27|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|5|8|27|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|6|8|27|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|7|8|27|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|8|8|27|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|9|8|27|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|10|8|28|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|11|8|28|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|12|8|28|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|13|8|28|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|14|8|28|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|15|8|28|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|16|8|28|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|17|8|29|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|18|8|29|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|19|8|29|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|20|8|29|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|21|8|29|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|22|8|29|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|23|8|29|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|24|8|30|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|25|8|30|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|26|8|30|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|27|8|30|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|28|8|30|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|29|8|30|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|30|8|30|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|31|8|31|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|1|15|26|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|2|15|26|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|3|15|27|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|4|15|27|2|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|5|15|27|3|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|6|15|27|4|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|7|15|27|5|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|8|15|27|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|9|15|27|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|10|15|28|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|11|15|28|2|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|12|15|28|3|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|13|15|28|4|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|14|15|28|5|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|15|15|28|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|16|15|28|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|17|15|29|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|18|15|29|2|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|19|15|29|3|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|20|15|29|4|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|21|15|29|5|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|22|15|29|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|23|15|29|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|24|15|30|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|25|15|30|2|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|26|15|30|3|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|27|15|30|4|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|28|15|30|5|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|29|15|30|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|30|15|30|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|31|15|31|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|2|18|26|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|3|18|27|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|4|18|27|2|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|5|18|27|3|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|6|18|27|4|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|7|18|27|5|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|8|18|27|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|9|18|27|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|10|18|28|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|11|18|28|2|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|12|18|28|3|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|13|18|28|4|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|14|18|28|5|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|15|18|28|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|16|18|28|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|17|18|29|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|18|18|29|2|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|19|18|29|3|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|20|18|29|4|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|21|18|29|5|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|22|18|29|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|23|18|29|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|24|18|30|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|25|18|30|2|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|26|18|30|3|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|27|18|30|4|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|28|18|30|5|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|29|18|30|6|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|30|18|30|7|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
1|7|31|18|31|1|Aerolineas Argentinas|Buenos Aires|I|invierno|tarde
0|7|1|6|26|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|2|6|26|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|3|6|27|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|4|6|27|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|5|6|27|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|6|6|27|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|7|6|27|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|8|6|27|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|9|6|27|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|10|6|28|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|11|6|28|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|12|6|28|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|13|6|28|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|14|6|28|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|15|6|28|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|16|6|28|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|17|6|29|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|18|6|29|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|19|6|29|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|20|6|29|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|21|6|29|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|22|6|29|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|23|6|29|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|24|6|30|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|25|6|30|2|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|26|6|30|3|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|27|6|30|4|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
1|7|28|6|30|5|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|29|6|30|6|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|30|6|30|7|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|31|6|31|1|Aerolineas Argentinas|Buenos Aires|I|invierno|mañana
0|7|2|20|26|7|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|3|20|27|1|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|4|20|27|2|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|5|20|27|3|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|6|20|27|4|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|7|20|27|5|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|9|20|27|7|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|10|20|28|1|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|11|20|28|2|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|12|20|28|3|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|13|20|28|4|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|14|20|28|5|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|15|21|28|6|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|16|20|28|7|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|17|20|29|1|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|18|20|29|2|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|19|20|29|3|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|20|20|29|4|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|21|20|29|5|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|22|20|29|6|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|23|20|29|7|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|24|20|30|1|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|25|20|30|2|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|26|20|30|3|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|27|20|30|4|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|28|20|30|5|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|29|20|30|6|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|30|20|30|7|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
1|7|31|20|31|1|Aerolineas Argentinas|Buenos Aires|I|invierno|noche
0|7|1|20|26|6|Austral|Buenos Aires|I|invierno|noche
1|7|8|20|27|6|Austral|Buenos Aires|I|invierno|noche
0|7|15|19|28|6|Austral|Buenos Aires|I|invierno|noche
1|7|22|19|29|6|Austral|Buenos Aires|I|invierno|noche
1|7|29|19|30|6|Austral|Buenos Aires|I|invierno|noche
1|7|1|6|26|6|Avianca|Bogota|I|invierno|mañana
0|7|2|6|26|7|Avianca|Bogota|I|invierno|mañana
0|7|3|6|27|1|Avianca|Bogota|I|invierno|mañana
1|7|4|6|27|2|Avianca|Bogota|I|invierno|mañana
0|7|5|6|27|3|Avianca|Bogota|I|invierno|mañana
1|7|6|6|27|4|Avianca|Bogota|I|invierno|mañana
0|7|7|6|27|5|Avianca|Bogota|I|invierno|mañana
0|7|8|6|27|6|Avianca|Bogota|I|invierno|mañana
0|7|9|6|27|7|Avianca|Bogota|I|invierno|mañana
0|7|10|6|28|1|Avianca|Bogota|I|invierno|mañana
0|7|11|6|28|2|Avianca|Bogota|I|invierno|mañana
1|7|12|6|28|3|Avianca|Bogota|I|invierno|mañana
0|7|13|6|28|4|Avianca|Bogota|I|invierno|mañana
0|7|14|6|28|5|Avianca|Bogota|I|invierno|mañana
1|7|16|6|28|7|Avianca|Bogota|I|invierno|mañana
1|7|17|6|29|1|Avianca|Bogota|I|invierno|mañana
1|7|18|6|29|2|Avianca|Bogota|I|invierno|mañana
1|7|19|6|29|3|Avianca|Bogota|I|invierno|mañana
1|7|20|8|29|4|Avianca|Bogota|I|invierno|mañana
1|7|21|6|29|5|Avianca|Bogota|I|invierno|mañana
0|7|22|6|29|6|Avianca|Bogota|I|invierno|mañana
0|7|24|6|30|1|Avianca|Bogota|I|invierno|mañana
0|7|25|6|30|2|Avianca|Bogota|I|invierno|mañana
1|7|26|6|30|3|Avianca|Bogota|I|invierno|mañana
1|7|27|6|30|4|Avianca|Bogota|I|invierno|mañana
1|7|28|6|30|5|Avianca|Bogota|I|invierno|mañana
0|7|29|6|30|6|Avianca|Bogota|I|invierno|mañana
0|7|30|6|30|7|Avianca|Bogota|I|invierno|mañana
1|7|31|6|31|1|Avianca|Bogota|I|invierno|mañana
0|7|1|15|26|6|Avianca|Bogota|I|invierno|tarde
1|7|2|15|26|7|Avianca|Bogota|I|invierno|tarde
0|7|3|15|27|1|Avianca|Bogota|I|invierno|tarde
1|7|4|15|27|2|Avianca|Bogota|I|invierno|tarde
0|7|5|15|27|3|Avianca|Bogota|I|invierno|tarde
1|7|6|15|27|4|Avianca|Bogota|I|invierno|tarde
1|7|7|15|27|5|Avianca|Bogota|I|invierno|tarde
1|7|8|15|27|6|Avianca|Bogota|I|invierno|tarde
0|7|9|15|27|7|Avianca|Bogota|I|invierno|tarde
0|7|10|15|28|1|Avianca|Bogota|I|invierno|tarde
0|7|11|15|28|2|Avianca|Bogota|I|invierno|tarde
1|7|12|15|28|3|Avianca|Bogota|I|invierno|tarde
1|7|13|15|28|4|Avianca|Bogota|I|invierno|tarde
0|7|14|15|28|5|Avianca|Bogota|I|invierno|tarde
1|7|15|15|28|6|Avianca|Bogota|I|invierno|tarde
1|7|16|15|28|7|Avianca|Bogota|I|invierno|tarde
0|7|17|15|29|1|Avianca|Bogota|I|invierno|tarde
1|7|18|15|29|2|Avianca|Bogota|I|invierno|tarde
0|7|19|15|29|3|Avianca|Bogota|I|invierno|tarde
1|7|20|15|29|4|Avianca|Bogota|I|invierno|tarde
1|7|21|15|29|5|Avianca|Bogota|I|invierno|tarde
1|7|22|15|29|6|Avianca|Bogota|I|invierno|tarde
0|7|23|15|29|7|Avianca|Bogota|I|invierno|tarde
1|7|24|15|30|1|Avianca|Bogota|I|invierno|tarde
1|7|25|15|30|2|Avianca|Bogota|I|invierno|tarde
1|7|26|15|30|3|Avianca|Bogota|I|invierno|tarde
1|7|27|15|30|4|Avianca|Bogota|I|invierno|tarde
1|7|28|15|30|5|Avianca|Bogota|I|invierno|tarde
1|7|29|15|30|6|Avianca|Bogota|I|invierno|tarde
1|7|30|15|30|7|Avianca|Bogota|I|invierno|tarde
0|7|31|15|31|1|Avianca|Bogota|I|invierno|tarde
1|7|16|3|28|7|Avianca|Bogota|I|invierno|noche
1|7|1|0|26|6|Avianca|Bogota|I|invierno|noche
0|7|2|0|26|7|Avianca|Bogota|I|invierno|noche
1|7|3|0|27|1|Avianca|Bogota|I|invierno|noche
1|7|5|0|27|3|Avianca|Bogota|I|invierno|noche
0|7|6|0|27|4|Avianca|Bogota|I|invierno|noche
1|7|7|0|27|5|Avianca|Bogota|I|invierno|noche
1|7|10|0|28|1|Avianca|Bogota|I|invierno|noche
0|7|11|0|28|2|Avianca|Bogota|I|invierno|noche
1|7|12|0|28|3|Avianca|Bogota|I|invierno|noche
1|7|13|0|28|4|Avianca|Bogota|I|invierno|noche
1|7|14|0|28|5|Avianca|Bogota|I|invierno|noche
1|7|15|0|28|6|Avianca|Bogota|I|invierno|noche
1|7|16|0|28|7|Avianca|Bogota|I|invierno|noche
1|7|17|0|29|1|Avianca|Bogota|I|invierno|noche
1|7|18|0|29|2|Avianca|Bogota|I|invierno|noche
1|7|20|0|29|4|Avianca|Bogota|I|invierno|noche
1|7|21|0|29|5|Avianca|Bogota|I|invierno|noche
0|7|22|0|29|6|Avianca|Bogota|I|invierno|noche
1|7|23|0|29|7|Avianca|Bogota|I|invierno|noche
1|7|24|0|30|1|Avianca|Bogota|I|invierno|noche
0|7|25|0|30|2|Avianca|Bogota|I|invierno|noche
0|7|26|0|30|3|Avianca|Bogota|I|invierno|noche
0|7|27|0|30|4|Avianca|Bogota|I|invierno|noche
1|7|28|0|30|5|Avianca|Bogota|I|invierno|noche
1|7|29|0|30|6|Avianca|Bogota|I|invierno|noche
0|7|30|0|30|7|Avianca|Bogota|I|invierno|noche
1|7|31|0|31|1|Avianca|Bogota|I|invierno|noche
1|7|1|10|26|6|Alitalia|Roma|I|invierno|mañana
1|7|3|10|27|1|Alitalia|Roma|I|invierno|mañana
0|7|4|10|27|2|Alitalia|Roma|I|invierno|mañana
1|7|6|10|27|4|Alitalia|Roma|I|invierno|mañana
0|7|7|10|27|5|Alitalia|Roma|I|invierno|mañana
0|7|8|10|27|6|Alitalia|Roma|I|invierno|mañana
1|7|10|10|28|1|Alitalia|Roma|I|invierno|mañana
1|7|11|10|28|2|Alitalia|Roma|I|invierno|mañana
0|7|13|10|28|4|Alitalia|Roma|I|invierno|mañana
1|7|14|10|28|5|Alitalia|Roma|I|invierno|mañana
0|7|15|10|28|6|Alitalia|Roma|I|invierno|mañana
1|7|17|10|29|1|Alitalia|Roma|I|invierno|mañana
0|7|18|10|29|2|Alitalia|Roma|I|invierno|mañana
1|7|20|10|29|4|Alitalia|Roma|I|invierno|mañana
0|7|21|10|29|5|Alitalia|Roma|I|invierno|mañana
1|7|22|10|29|6|Alitalia|Roma|I|invierno|mañana
1|7|24|10|30|1|Alitalia|Roma|I|invierno|mañana
1|7|25|10|30|2|Alitalia|Roma|I|invierno|mañana
1|7|27|10|30|4|Alitalia|Roma|I|invierno|mañana
1|7|28|10|30|5|Alitalia|Roma|I|invierno|mañana
1|7|29|10|30|6|Alitalia|Roma|I|invierno|mañana
0|7|31|10|31|1|Alitalia|Roma|I|invierno|mañana
1|7|2|16|26|7|British Airways|Londres|I|invierno|tarde
0|7|4|16|27|2|British Airways|Londres|I|invierno|tarde
1|7|5|16|27|3|British Airways|Londres|I|invierno|tarde
0|7|7|16|27|5|British Airways|Londres|I|invierno|tarde
1|7|9|16|27|7|British Airways|Londres|I|invierno|tarde
0|7|11|16|28|2|British Airways|Londres|I|invierno|tarde
0|7|12|16|28|3|British Airways|Londres|I|invierno|tarde
0|7|14|16|28|5|British Airways|Londres|I|invierno|tarde
1|7|16|16|28|7|British Airways|Londres|I|invierno|tarde
1|7|18|16|29|2|British Airways|Londres|I|invierno|tarde
1|7|19|16|29|3|British Airways|Londres|I|invierno|tarde
0|7|21|16|29|5|British Airways|Londres|I|invierno|tarde
1|7|23|16|29|7|British Airways|Londres|I|invierno|tarde
0|7|25|16|30|2|British Airways|Londres|I|invierno|tarde
0|7|26|16|30|3|British Airways|Londres|I|invierno|tarde
0|7|28|16|30|5|British Airways|Londres|I|invierno|tarde
0|7|30|16|30|7|British Airways|Londres|I|invierno|tarde
1|7|1|4|26|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|2|4|26|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|3|4|27|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|4|4|27|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|5|4|27|3|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|6|4|27|4|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|7|4|27|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|8|4|27|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|9|4|27|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|10|4|28|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|11|4|28|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|12|4|28|3|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|13|4|28|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|14|4|28|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|15|4|28|6|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|16|4|28|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|17|4|29|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|18|4|29|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|19|4|29|3|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|20|4|29|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|21|4|29|5|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|22|4|29|6|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|23|4|29|7|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|24|4|30|1|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|25|4|30|2|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|26|4|30|3|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|27|4|30|4|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|28|4|30|5|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|29|4|30|6|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|30|4|30|7|Copa Air|Ciudad de Panama|I|invierno|noche
1|7|31|4|31|1|Copa Air|Ciudad de Panama|I|invierno|noche
0|7|1|11|26|6|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|2|11|26|7|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|3|11|27|1|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|4|11|27|2|Copa Air|Ciudad de Panama|I|invierno|mañana
1|7|5|11|27|3|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|6|11|27|4|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|7|11|27|5|Copa Air|Ciudad de Panama|I|invierno|mañana
0|7|8|11|27|6|Copa Air|Ciudad de Panama|I|invierno|mañana
